City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Staroderevyankovskaya,RU,46.1276,38.9674,40.87,73,96,25.12,overcast clouds
345,San Matias,BO,-16.3667,-58.4,72.77,85,50,3.02,scattered clouds
346,Rio Gallegos,AR,-51.6226,-69.2181,50.05,87,100,24.16,moderate rain
347,Kudahuvadhoo,MV,2.6708,72.8944,81.0,65,43,6.33,scattered clouds
348,Alofi,NU,-19.0595,-169.9187,78.69,94,89,9.22,overcast clouds
349,Sakakah,SA,29.9697,40.2064,44.17,39,0,8.16,clear sky
350,Panjab,AF,34.388,67.0233,38.77,52,45,4.85,scattered clouds
351,Muravlenko,RU,63.7898,74.523,8.15,99,99,7.94,overcast clouds
352,Middle Island,US,40.8843,-72.9373,44.65,86,40,0.0,scattered clouds
353,Reoti,IN,25.85,84.3833,70.92,15,0,4.07,clear sky
354,Falam,MM,22.9167,93.6833,62.51,64,15,2.95,few clouds
355,Cape Canaveral,US,28.4058,-80.6048,72.99,46,0,12.66,clear sky
356,Jasper,US,37.2001,-94.3502,52.9,54,46,7.65,scattered clouds
357,Bara,NG,10.3744,10.7288,76.66,12,97,10.96,overcast clouds
358,Mao,ES,39.8885,4.2658,55.96,94,100,10.36,overcast clouds
359,Roma,US,43.2128,-75.4557,40.82,80,100,6.91,overcast clouds
360,Loreto,MX,22.2667,-101.9667,66.51,12,4,10.92,clear sky
361,Mount Gambier,AU,-37.8333,140.7667,75.11,35,27,11.5,scattered clouds
362,Dombas,NO,62.0696,9.1235,29.89,95,100,4.43,overcast clouds
363,College,US,64.8569,-147.8028,39.15,57,75,0.0,broken clouds
364,Kathu,TH,7.9178,98.3332,86.7,99,3,4.65,clear sky
365,Kirakira,SB,-10.4544,161.9205,83.37,78,90,7.92,overcast clouds
366,Necochea,AR,-38.5473,-58.7368,58.66,86,19,10.8,few clouds
367,Medicine Hat,CA,50.0501,-110.6683,52.79,30,75,8.05,broken clouds
368,Korb,DE,48.843,9.3626,48.06,62,0,3.44,clear sky
369,Raga,SS,8.4596,25.678,74.86,14,84,8.21,broken clouds
370,Meulaboh,ID,4.1363,96.1285,78.1,80,15,4.94,few clouds
371,Trat,TH,12.5,102.5,84.9,81,99,1.97,overcast clouds
372,Kuhdasht,IR,33.535,47.6061,38.55,63,0,2.98,clear sky
373,Joaima,BR,-16.6542,-41.0306,74.98,75,50,2.21,scattered clouds
374,Bradford,GB,53.7939,-1.7521,48.61,63,5,2.19,clear sky
375,Anshun,CN,26.25,105.9333,43.32,89,100,8.95,overcast clouds
376,Orocue,CO,4.7912,-71.3354,79.2,76,99,4.25,overcast clouds
377,Wawa,NG,9.9022,4.4192,83.35,18,75,3.62,broken clouds
378,Huanren,CN,41.2647,125.3667,38.93,31,0,11.45,clear sky
379,San Juan De Los Morros,VE,9.9115,-67.3538,81.34,51,100,3.4,overcast clouds
380,Torbay,CA,47.6666,-52.7314,36.75,95,100,18.41,light rain
381,Mount Isa,AU,-20.7333,139.5,89.37,14,0,9.22,clear sky
382,Cubara,CO,7.0008,-72.1085,73.51,89,100,2.98,overcast clouds
383,Ketchikan,US,55.3422,-131.6461,46.87,76,20,6.91,few clouds
384,Dingle,PH,10.9995,122.6711,85.21,63,100,11.07,light rain
385,Yarim,YE,14.298,44.3779,54.39,45,0,3.8,clear sky
386,Tambopata,PE,-12.7333,-69.1833,66.09,94,100,2.3,overcast clouds
387,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,95,75,26.46,mist
388,Fenoarivo Atsinanana,MG,-17.3667,49.4167,77.0,88,7,0.58,light rain
389,Madimba,TZ,-10.4,40.3333,76.64,88,8,3.42,clear sky
390,Teknaf,BD,20.8624,92.3058,78.64,81,95,3.91,overcast clouds
391,Cap Estate,LC,14.0833,-60.95,80.22,78,20,8.05,few clouds
392,Flin Flon,CA,54.7682,-101.865,3.07,87,93,2.57,overcast clouds
393,Imbituba,BR,-28.24,-48.6703,67.51,80,0,2.15,clear sky
394,Carauari,BR,-4.8828,-66.8958,73.78,96,100,1.97,overcast clouds
395,North Bend,US,43.4065,-124.2243,62.24,100,100,8.05,fog
396,Rochester,US,43.1548,-77.6156,40.75,77,100,23.02,overcast clouds
397,Hit,IQ,33.6416,42.8251,53.15,33,0,7.94,clear sky
398,Jinchang,CN,38.4953,102.1739,43.81,34,0,3.58,clear sky
399,Logansport,US,40.7545,-86.3567,29.75,47,100,10.36,overcast clouds
400,Pokaran,IN,26.9167,71.9167,79.11,10,0,6.06,clear sky
401,Kidal,ML,18.4411,1.4078,82.15,12,6,13.91,clear sky
402,Khasan,RU,42.4308,130.6434,41.85,53,65,15.17,broken clouds
403,Monteagudo,BO,-19.8167,-63.9833,60.15,68,100,1.1,overcast clouds
404,Nettuno,IT,41.4826,12.679,61.21,72,100,3.49,overcast clouds
405,Daugavpils,LV,55.8833,26.5333,27.5,61,98,15.86,overcast clouds
406,Miles City,US,46.4083,-105.8406,49.17,27,0,10.36,clear sky
407,Camacha,PT,33.0833,-16.3333,60.22,77,40,17.27,scattered clouds
408,Bardiyah,LY,31.7561,25.0865,54.5,63,0,5.59,clear sky
409,Sitka,US,57.0531,-135.33,46.29,66,20,3.44,few clouds
410,Duku,NG,11.2361,4.9073,86.45,9,7,11.34,clear sky
411,Tual,ID,-5.6667,132.75,81.66,79,100,13.33,light rain
412,Angoche,MZ,-16.2325,39.9086,78.19,80,66,3.0,broken clouds
413,Moussoro,TD,13.6408,16.4901,72.88,10,7,17.18,clear sky
414,Ossora,RU,59.2353,163.0719,17.64,78,22,0.74,few clouds
415,Omboue,GA,-1.5746,9.2618,78.1,90,100,6.2,overcast clouds
416,Kudat,MY,6.8837,116.8477,82.33,89,20,2.3,few clouds
417,Letterkenny,IE,54.95,-7.7333,45.12,87,66,1.68,broken clouds
418,Porto Velho,BR,-8.7619,-63.9039,77.05,94,0,1.14,moderate rain
419,Brae,GB,60.3964,-1.353,46.51,92,94,13.51,overcast clouds
420,Ponta Delgada,PT,37.7333,-25.6667,61.52,77,40,14.97,scattered clouds
421,Lorengau,PG,-2.0226,147.2712,85.46,67,97,5.41,overcast clouds
422,Chandrakona,IN,22.7333,87.5167,77.83,92,58,4.36,broken clouds
423,Kutum,SD,14.2,24.6667,57.92,16,6,11.7,clear sky
424,Grindavik,IS,63.8424,-22.4338,37.87,93,100,6.91,light intensity drizzle rain
425,Angren,UZ,41.0167,70.1436,39.51,83,86,4.72,overcast clouds
426,Mackay,AU,-21.15,149.2,73.38,94,100,11.5,overcast clouds
427,Tall Kayf,TR,37.0833,41.0667,43.99,76,75,12.35,light rain
428,Biak,ID,-0.9131,122.8766,82.33,68,100,0.96,overcast clouds
429,Kushmurun,KZ,52.4503,64.6311,13.24,94,100,8.39,overcast clouds
430,Takaungu,KE,-3.6837,39.8566,79.2,85,37,4.61,scattered clouds
431,Paamiut,GL,61.994,-49.6678,19.81,82,8,7.65,clear sky
432,Touros,BR,-5.1989,-35.4608,78.37,87,100,7.25,overcast clouds
433,Ust-Nera,RU,64.5667,143.2,4.08,92,82,5.06,broken clouds
434,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,16.11,overcast clouds
435,Atambua,ID,-9.1061,124.8925,80.56,71,8,1.21,clear sky
436,Chimbote,PE,-9.0853,-78.5783,70.02,80,87,7.2,overcast clouds
437,Arbagar,RU,51.9438,116.2805,26.62,63,82,4.09,broken clouds
438,Polovinnoye,RU,54.7914,65.9864,-4.31,100,15,5.41,few clouds
439,Waipawa,NZ,-41.4122,175.5153,57.18,79,99,12.8,overcast clouds
440,Sangmelima,CM,2.9333,11.9833,68.41,74,100,1.52,overcast clouds
441,Yelizovo,RU,53.1873,158.3805,32.14,40,0,2.24,clear sky
442,Rincon,US,32.296,-81.2354,64.85,31,0,10.36,clear sky
443,Kamyshevatskaya,RU,46.4132,37.9563,44.38,72,100,34.0,overcast clouds
444,Kingman,US,35.1894,-114.053,82.18,9,0,19.57,clear sky
445,Gornozavodsk,RU,58.3758,58.3211,27.16,92,100,10.56,overcast clouds
446,Tallahassee,US,30.4383,-84.2807,69.64,36,0,13.8,clear sky
447,Bo Rai,TH,12.5728,102.5371,84.76,81,99,2.28,overcast clouds
448,Moron,AR,-34.6534,-58.6198,67.75,89,0,4.23,clear sky
449,Medea,DZ,36.2642,2.7539,43.02,94,0,2.39,clear sky
450,Pareora,NZ,-44.4871,171.2132,67.17,82,2,9.69,clear sky
451,Lincoln,US,40.8,-96.667,47.01,31,0,11.5,clear sky
452,Mandera,KE,3.9366,41.867,82.65,57,11,7.0,few clouds
453,Raudeberg,NO,61.9875,5.1352,41.95,88,100,20.04,overcast clouds
454,Terney,RU,45.0503,136.6092,38.64,70,15,14.45,few clouds
455,Uribia,CO,11.7139,-72.266,80.19,70,91,16.31,overcast clouds
456,Moose Factory,CA,51.2585,-80.6094,10.4,78,100,17.27,overcast clouds
457,Boende,CD,-0.2167,20.8667,73.6,78,29,3.09,scattered clouds
458,Sur,OM,22.5667,59.5289,80.78,36,0,5.77,clear sky
459,Novyy Urengoy,RU,66.0833,76.6333,-13.27,97,7,7.47,clear sky
460,Venado Tuerto,AR,-33.7456,-61.9688,58.55,58,0,1.34,clear sky
461,Lavumisa,SZ,-27.31,31.892,68.61,96,41,2.21,scattered clouds
462,Ngorongoro,TZ,-3.2397,35.4875,52.32,92,23,2.95,few clouds
463,Uitenhage,ZA,-33.7576,25.3971,62.64,94,16,3.24,few clouds
464,Markova,UA,48.6758,24.4138,38.28,80,40,12.68,scattered clouds
465,Deputatskiy,RU,69.3,139.9,0.07,87,38,3.98,scattered clouds
466,Smithers,CA,54.7804,-127.1743,39.52,87,100,3.44,light rain
467,Vikulovo,RU,56.8167,70.6107,-7.15,100,100,4.85,overcast clouds
468,Farah,AF,32.5,62.5,59.32,25,0,5.41,clear sky
469,Mongoumba,CF,3.6415,18.5936,73.18,71,100,3.69,overcast clouds
470,Micheweni,TZ,-4.9667,39.8333,80.96,79,90,6.2,overcast clouds
471,Grand-Santi,GF,4.25,-54.3833,73.36,99,100,2.42,overcast clouds
472,Tiznit,MA,29.5833,-9.5,57.69,65,0,1.81,clear sky
473,Komsomolskiy,UZ,40.4272,71.7189,54.32,54,75,13.8,light rain
474,Taguatinga,BR,-12.3857,-46.5711,76.48,64,53,1.59,broken clouds
475,Sibolga,ID,1.7427,98.7792,78.71,68,5,3.15,clear sky
476,Morro Bay,US,35.3658,-120.8499,71.94,81,46,1.99,scattered clouds
477,Chapais,CA,49.7834,-74.8492,29.98,99,100,1.7,light snow
478,Camopi,GF,3.1655,-52.3158,72.18,99,100,2.15,overcast clouds
479,Mecca,SA,21.4267,39.8261,64.36,54,0,4.09,clear sky
480,Tighina,MD,46.8306,29.4711,57.97,69,87,18.43,overcast clouds
481,Jishou,CN,28.3167,109.7167,53.24,90,100,1.14,overcast clouds
482,Carutapera,BR,-1.195,-46.02,75.92,94,98,4.88,overcast clouds
483,Winfield,US,37.2398,-96.9956,62.69,25,0,8.05,clear sky
484,De-Kastri,RU,51.4667,140.7833,30.99,96,100,15.84,snow
485,Samarai,PG,-10.6167,150.6667,86.63,67,96,12.28,overcast clouds
486,Koulamoutou,GA,-1.1303,12.4736,72.54,98,100,1.92,overcast clouds
487,Morant Bay,JM,17.8815,-76.4093,80.22,82,54,3.22,broken clouds
488,Malino,PH,15.1257,120.6727,87.98,52,6,6.24,clear sky
489,Palasa,IN,18.7667,84.4167,78.39,90,79,8.5,broken clouds
490,Oussouye,SN,12.485,-16.5469,71.78,68,100,11.12,overcast clouds
491,Ventersburg,ZA,-28.0856,27.1381,55.09,41,0,3.69,clear sky
492,George Town,MY,5.4112,100.3354,82.33,87,20,5.01,few clouds
493,Nantucket,US,41.2835,-70.0995,46.51,82,100,18.41,overcast clouds
494,Hendek,TR,40.7994,30.7481,34.43,73,0,6.58,clear sky
495,Itarsi,IN,22.6167,77.75,75.87,16,8,2.06,clear sky
496,Broken Hill,AU,-31.95,141.4333,74.91,43,0,11.5,clear sky
497,Shillong,IN,25.5689,91.8831,60.03,70,0,4.88,clear sky
498,Salalah,OM,17.0151,54.0924,76.95,41,100,2.3,overcast clouds
499,Huarmey,PE,-10.0681,-78.1522,71.11,79,89,7.81,overcast clouds
500,Caceres,ES,39.522,-6.3748,46.4,91,1,5.37,clear sky
501,Mayo,US,38.8876,-76.5119,45.18,65,100,13.8,overcast clouds
502,Veseloyarsk,RU,51.2836,81.1056,22.87,93,100,6.46,snow
503,Tadine,NC,-21.55,167.8833,80.98,60,98,9.57,overcast clouds
504,Dukat,RU,62.55,155.55,5.63,80,100,2.21,overcast clouds
505,Ullapool,GB,57.8987,-5.1604,40.35,82,9,4.52,clear sky
506,Baghdad,IQ,33.3406,44.4009,49.91,50,0,4.61,clear sky
507,Alta,NO,69.9689,23.2717,22.26,69,100,9.22,overcast clouds
508,Axim,GH,4.8699,-2.2405,79.88,85,100,4.16,overcast clouds
509,Vrangel,RU,42.7297,133.0839,37.33,73,100,14.32,overcast clouds
510,Moree,AU,-29.4667,149.85,66.22,88,100,8.05,light rain
511,Ayr,GB,55.4627,-4.6339,45.32,81,0,2.3,clear sky
512,Bonthe,SL,7.5264,-12.505,77.11,89,100,5.46,light rain
513,Bloemfontein,ZA,-29.1211,26.214,56.77,39,0,2.44,clear sky
514,Port-Gentil,GA,-0.7193,8.7815,81.5,81,100,12.91,overcast clouds
515,Gornyy,RU,55.1153,83.9059,1.98,99,100,6.22,overcast clouds
516,Yuzhne,UA,46.6221,31.1013,49.42,76,95,20.2,overcast clouds
517,Fort Dodge,US,42.4975,-94.168,32.0,47,0,9.22,clear sky
518,Verkhneuralsk,RU,53.8769,59.2106,-4.92,100,95,3.91,overcast clouds
519,Albury,AU,-36.0833,146.9167,81.14,83,2,4.61,clear sky
520,Zatoka,UA,46.0725,30.4654,48.99,70,100,16.15,overcast clouds
521,Bow Island,CA,49.8668,-111.3684,55.58,26,79,11.5,broken clouds
522,Mareeba,AU,-17.0,145.4333,86.67,71,85,0.83,overcast clouds
523,Laiyang,CN,36.9758,120.7136,49.06,31,0,17.54,clear sky
524,Ankazoabo,MG,-22.2833,44.5167,70.86,90,1,4.29,clear sky
525,Margate,GB,51.3813,1.3862,48.69,87,3,3.0,clear sky
526,Tabou,CI,4.423,-7.3528,79.29,87,100,2.51,overcast clouds
527,Port Macquarie,AU,-31.4333,152.9167,67.89,94,75,5.75,moderate rain
528,Chipinge,ZW,-20.1883,32.6236,63.54,99,100,3.04,moderate rain
529,Jacmel,HT,18.2342,-72.5347,76.51,77,83,0.96,broken clouds
530,Harper,LR,4.375,-7.7169,79.41,86,100,1.92,overcast clouds
531,Ostashkov,RU,57.1467,33.1075,22.01,87,100,19.26,light snow
532,Rio Grande,BR,-32.035,-52.0986,66.94,82,5,12.82,clear sky
533,Ypsilanti,US,42.2412,-83.613,31.98,76,100,10.36,overcast clouds
534,Nishihara,JP,26.1842,127.7558,64.06,100,100,6.91,light intensity shower rain
535,Bilma,NE,18.6853,12.9164,70.93,13,6,5.66,clear sky
536,Almirante,PA,9.3,-82.4,76.06,79,54,4.03,broken clouds
537,Vao,NC,-22.6667,167.4833,75.78,78,71,16.08,broken clouds
538,Sioux Lookout,CA,50.1001,-91.917,8.67,47,20,12.66,few clouds
539,Ignacio De La Llave,MX,18.7167,-95.9833,67.8,56,93,7.29,overcast clouds
540,Khatanga,RU,71.9667,102.5,-6.74,97,21,11.74,few clouds
541,Majene,ID,-3.5403,118.9707,84.7,66,72,2.08,broken clouds
542,Koboko,UG,3.4136,30.9599,65.16,87,50,3.36,scattered clouds
543,Tambun,ID,-6.2641,107.0712,83.48,100,20,0.0,mist
544,Taber,CA,49.8167,-112.1518,55.6,27,99,11.5,overcast clouds
545,Goundam,ML,16.4145,-3.6708,84.7,28,15,4.56,few clouds
546,Eucaliptus,BO,-17.5833,-67.5167,51.46,67,100,5.48,overcast clouds
547,Anori,BR,-3.7728,-61.6442,75.16,97,100,3.51,overcast clouds
548,Saint-Augustin,CA,51.226,-58.6502,31.87,99,100,13.42,light snow
549,Cordoba,AR,-31.4135,-64.1811,67.24,88,0,9.22,clear sky
550,Cartagena Del Chaira,CO,1.3349,-74.8429,72.79,99,100,2.24,overcast clouds
551,New Port Richey,US,28.2442,-82.7193,67.96,65,0,7.0,clear sky
552,Ishinomaki,JP,38.4167,141.3,57.2,76,100,21.09,overcast clouds
553,Loubomo,CG,-4.1997,12.6739,72.14,98,100,1.48,moderate rain
554,Kulim,MY,5.365,100.5618,81.93,85,8,3.2,clear sky
555,Khudumelapye,BW,-23.8833,24.75,64.9,84,89,5.61,overcast clouds
556,Olafsvik,IS,64.8945,-23.7142,36.99,69,100,12.21,overcast clouds
557,Frontera,MX,26.9333,-101.45,74.32,45,100,5.01,overcast clouds
558,Kangaatsiaq,GL,68.3065,-53.4641,8.64,87,100,8.28,overcast clouds
559,Omsukchan,RU,62.5333,155.8,7.34,80,99,3.36,overcast clouds
560,Mehamn,NO,71.0357,27.8492,23.23,72,100,19.69,light snow
561,Pauini,BR,-7.7136,-66.9764,73.87,98,100,2.13,overcast clouds
562,Mezhdurechensk,RU,53.6942,88.0603,10.83,97,100,2.77,overcast clouds
563,Maridi,SS,4.9158,29.4742,72.97,65,89,4.03,overcast clouds
564,Rokiskis,LT,55.9667,25.5833,27.0,62,71,15.35,broken clouds
565,Lososina,RU,48.9975,140.3106,31.55,98,100,6.26,light snow
566,Kajaani,FI,64.2273,27.7285,14.05,62,0,9.22,clear sky
567,Valdivia,CL,-39.8142,-73.2459,55.04,97,100,4.5,overcast clouds
568,Martapura,ID,-3.4167,114.85,78.89,83,20,6.91,few clouds
569,Maymyo,MM,22.0333,96.4667,71.04,58,91,0.13,overcast clouds
570,Manokwari,ID,-0.8667,134.0833,83.01,73,85,6.29,overcast clouds
571,Monrovia,LR,6.3005,-10.7969,79.38,87,100,2.17,light rain
572,Wanning,CN,18.8003,110.3967,83.41,75,51,3.94,broken clouds
573,Yulara,AU,-25.2406,130.9889,76.84,20,5,11.5,clear sky
574,San Fernando,PH,15.0286,120.6898,88.47,51,5,6.93,clear sky
575,Endicott,US,42.0984,-76.0494,40.53,83,99,1.01,overcast clouds
576,Aykhal,RU,66.0,111.5,10.94,96,93,4.05,overcast clouds
577,Plettenberg Bay,ZA,-34.0527,23.3716,60.78,84,7,3.98,clear sky
578,Krasnoborsk,RU,61.5598,45.934,31.24,98,100,8.52,snow
579,Marfino,RU,55.7028,37.3822,28.35,69,75,17.9,broken clouds
580,Pokhara,NP,28.2333,83.9833,66.54,23,0,6.2,clear sky
581,Los Banos,PH,14.1667,121.1833,84.79,60,19,8.41,few clouds
582,Stephenville,US,32.2207,-98.2023,82.53,12,0,9.22,clear sky
583,Marawi,PH,7.9986,124.2928,68.59,97,100,2.75,light rain
584,Poretskoye,RU,55.1974,46.3291,31.06,94,100,7.0,overcast clouds
585,Oistins,BB,13.0667,-59.5333,78.89,73,20,18.41,few clouds
586,Ustyuzhna,RU,58.8394,36.4321,21.18,86,100,20.29,light snow
587,Oksfjord,NO,70.2396,22.3479,23.07,82,100,8.21,light snow
588,Zubova Polyana,RU,54.0771,42.8372,30.6,94,80,8.7,broken clouds
589,Hervey Bay,AU,-25.2986,152.8535,76.42,75,11,7.92,light rain
590,Boguchany,RU,58.3814,97.4531,13.8,86,100,12.75,overcast clouds
591,Zhigansk,RU,66.7697,123.3711,4.96,96,99,10.29,overcast clouds
592,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.13,88,68,16.78,broken clouds
593,Oga,IT,46.4631,10.347,37.69,74,0,1.61,clear sky
594,Caconda,AO,-13.7333,15.0667,60.89,82,99,1.36,overcast clouds
595,Wamba,NG,8.9333,8.6,79.39,15,88,4.27,overcast clouds
596,Akdepe,TM,42.0551,59.3788,35.69,62,18,8.57,few clouds
597,Rio Bueno,CL,-40.3167,-72.9667,54.1,80,100,6.11,overcast clouds
598,Kloulklubed,PW,7.0419,134.2556,73.9,76,100,13.6,overcast clouds
599,Janfida,AM,40.0439,44.0233,28.26,55,99,5.93,overcast clouds
600,Nuuk,GL,64.1835,-51.7216,12.99,77,18,10.45,few clouds
601,Umea,SE,63.8284,20.2597,20.91,79,0,0.0,clear sky
602,Iskateley,RU,67.6803,53.1512,0.75,93,100,8.66,overcast clouds
603,Vuktyl,RU,63.8567,57.3094,22.98,92,100,14.63,light snow
604,Turki,RU,51.987,43.2731,33.46,99,100,6.67,light snow
605,Gimli,CA,50.6336,-96.9907,8.62,43,0,11.5,clear sky
606,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,40,10.36,scattered clouds
607,Namtsy,RU,62.7161,129.6658,12.52,95,99,3.24,overcast clouds
608,Wana,PK,32.2989,69.5725,63.39,21,0,2.84,clear sky
609,Bela,IN,25.9333,81.9833,72.7,15,0,7.61,clear sky
610,Hovd,MN,48.0056,91.6419,28.9,30,75,1.86,broken clouds
611,Tilichiki,RU,60.4667,166.1,15.46,75,18,2.91,few clouds
612,Gizo,SB,-8.103,156.8419,81.77,75,100,3.96,light rain
613,Isla Vista,US,34.4133,-119.861,72.0,63,75,8.05,broken clouds
614,Pemangkat,ID,1.1667,108.9667,81.64,77,98,4.61,overcast clouds
615,Abu Dhabi,AE,24.4667,54.3667,73.96,69,0,10.36,clear sky
616,Trairi,BR,-3.2778,-39.2689,75.78,91,100,5.64,overcast clouds
617,Eureka,US,40.8021,-124.1637,63.68,76,100,8.01,overcast clouds
618,Tecate,MX,32.5667,-116.6333,78.3,47,0,8.19,clear sky
619,Verkhniy Avzyan,RU,53.5289,57.5372,13.01,98,74,2.86,broken clouds
620,Tolentino,IT,43.2126,13.2901,51.55,52,94,1.63,overcast clouds
621,Xuddur,SO,4.1213,43.8894,72.82,78,8,10.38,clear sky
622,Herat,AF,34.5,62.0,43.68,57,0,10.18,clear sky
623,Quelimane,MZ,-17.8786,36.8883,78.75,88,20,3.44,few clouds
624,Wenling,CN,28.3669,121.36,56.59,82,100,6.67,overcast clouds
625,Erzin,TR,36.9559,36.2,40.44,73,0,1.23,clear sky
626,Priiskovyy,RU,51.9333,116.6333,25.3,80,95,3.29,overcast clouds
627,Smidovich,RU,48.6,133.8167,31.06,99,100,4.23,snow
628,Mianyang,CN,31.4593,104.7542,56.39,68,91,4.63,overcast clouds
629,Port Keats,AU,-14.25,129.55,87.89,65,100,4.32,overcast clouds
630,Opuwo,NA,-18.0607,13.84,64.51,54,10,4.72,clear sky
631,Escanaba,US,45.7453,-87.0646,23.31,58,100,14.97,overcast clouds
632,Patacamaya,BO,-17.2333,-67.9167,46.33,84,69,5.84,broken clouds
633,Husavik,IS,66.0449,-17.3389,38.68,86,100,7.63,overcast clouds
634,Huzhou,CN,30.8703,120.0933,59.0,67,94,5.12,overcast clouds
635,Zdvinsk,RU,54.7021,78.661,5.9,94,100,7.7,overcast clouds
636,Makat,KZ,47.6469,53.3463,35.8,66,7,11.3,clear sky
637,Dondo,MZ,-19.6094,34.7431,80.11,89,100,2.77,overcast clouds
638,Kieta,PG,-6.2167,155.6333,84.74,70,96,5.59,light rain
639,Stokmarknes,NO,68.5646,14.9108,28.38,80,75,0.0,broken clouds
640,Gladstone,AU,-23.85,151.25,82.78,65,40,13.8,scattered clouds
641,Cerrito,CO,6.8432,-72.694,55.53,92,100,3.58,overcast clouds
642,Huai Thalaeng,TH,14.997,102.6475,87.28,55,15,5.91,few clouds
643,Kifri,IQ,34.6959,44.9661,49.23,58,1,1.21,clear sky
644,Kiruna,SE,67.8557,20.2251,11.32,85,100,6.91,overcast clouds
645,Chara,RU,56.9064,118.2631,13.19,89,100,0.92,overcast clouds
646,Hanna,CA,51.6334,-111.9018,39.85,44,100,15.01,overcast clouds
647,Waldoboro,US,44.0954,-69.3756,44.37,69,96,1.74,overcast clouds
648,Sinnamary,GF,5.3833,-52.95,77.32,87,100,13.85,overcast clouds
649,Port Hawkesbury,CA,45.6169,-61.3485,39.9,97,75,4.0,mist
650,Hangu,CN,39.2489,117.7892,50.04,12,0,13.76,clear sky
651,Bubaque,GW,11.2833,-15.8333,76.73,63,57,18.19,broken clouds
652,Westport,US,41.1415,-73.3579,45.99,92,99,3.0,overcast clouds
653,Chum Phae,TH,16.5443,102.0992,85.68,55,12,1.92,few clouds
654,Honningsvag,NO,70.9821,25.9704,26.35,59,75,19.57,broken clouds
655,Mitsamiouli,KM,-11.3847,43.2844,81.75,77,65,4.85,broken clouds
656,Srednekolymsk,RU,67.45,153.6833,6.67,88,100,15.35,overcast clouds
657,Chervonohryhorivka,UA,47.623,34.5389,46.45,72,81,19.37,broken clouds
658,Tarkwa,GH,5.3064,-1.9847,75.18,94,100,2.84,overcast clouds
659,Kozmodemyansk,RU,56.3367,46.5711,29.35,91,20,10.09,few clouds
660,Konya,TR,38.1667,32.5,27.48,68,2,3.62,clear sky
661,Bluefields,NI,12.0137,-83.7635,75.96,77,60,7.2,broken clouds
662,Izumo,JP,35.3667,132.7667,53.55,71,75,3.44,broken clouds
663,Luebo,CD,-5.35,21.4167,71.35,87,100,1.83,overcast clouds
664,Olinda,BR,-8.0089,-34.8553,78.53,94,100,6.91,moderate rain
665,Limot,PH,7.0405,126.2727,75.13,93,100,2.13,light rain
666,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,26,47,13.8,haze
667,Huanta,PE,-12.9333,-74.25,58.23,75,100,5.64,overcast clouds
668,Sheksna,RU,59.21,38.5107,21.51,90,100,20.83,light snow
669,Ostersund,SE,63.1792,14.6357,30.61,100,100,6.91,overcast clouds
670,Chicama,PE,-7.8447,-79.1469,68.54,73,58,5.26,broken clouds
671,Galle,LK,6.0367,80.217,76.62,87,9,6.08,clear sky
672,Sabang,ID,5.8933,95.3214,82.44,75,15,4.23,few clouds
673,Coihueco,CL,-36.6167,-71.8333,51.24,80,0,3.15,clear sky
674,Kaduqli,SD,11.0167,29.7167,73.36,10,80,13.56,broken clouds
675,Aswan,EG,24.0934,32.907,56.5,24,0,4.61,clear sky
676,Hamilton,US,39.1834,-84.5333,34.43,64,29,7.0,scattered clouds
677,Sept-Iles,CA,50.2001,-66.3821,31.05,96,100,9.22,mist
678,Mackenzie,CA,55.2999,-123.1698,41.22,38,75,0.0,broken clouds
